Source,Target,airline,aid,s,d,codeshare,stops,equipment
478,4315,TCX,4897,MAN,BJV,,0,321
478,4315,TO,8745,MAN,BJV,,0,73H 76W
478,4315,ZB,220,MAN,BJV,,0,321
478,5852,TCX,4897,MAN,CCC,,0,332
478,7447,TCX,4897,MAN,NBE,,0,321753
478,7447,TO,8745,MAN,NBE,,0,73H
478,7447,TOM,5013,MAN,NBE,,0,73H
478,7447,ZB,220,MAN,NBE,,0,320321
478,8414,FR,4296,MAN,WMI,,0,738
481,345,4U,2548,NQY,DUS,,0,CRJ
481,478,BE,2421,NQY,MAN,,0,DH4
481,502,BA,1355,NQY,LGW,Y,0,DH4
481,502,BE,2421,NQY,LGW,,0,DH4
481,552,IOS,2951,NQY,EXT,,0,DHT
481,4347,IOS,2951,NQY,ISC,,0,DHT
488,345,4U,2548,CWL,DUS,,0,CRJ
488,467,BE,2421,CWL,BHD,,0,DH4
488,499,AF,137,CWL,JER,Y,0,F50
488,499,BE,2421,CWL,JER,,0,DH4
488,499,WX,1792,CWL,JER,,0,F50
488,521,T3,2117,CWL,NCL,,0,J41 S20
488,534,AF,137,CWL,GLA,Y,0,F50
488,534,WX,1792,CWL,GLA,,0,F50
488,535,AF,137,CWL,EDI,Y,0,F50
488,535,WX,1792,CWL,EDI,,0,F50
488,580,AZ,596,CWL,AMS,Y,0,F70
488,580,KL,3090,CWL,AMS,Y,0,F70
488,599,EI,837,CWL,DUB,Y,0,AT7
488,1056,TO,8745,CWL,TFS,,0,73H
488,1056,TOM,5013,CWL,TFS,,0,73H
488,1197,TO,8745,CWL,LCA,,0,73H
488,1212,IB,2822,CWL,ALC,Y,0,320
488,1212,TO,8745,CWL,ALC,,0,73H
488,1212,VY,2439,CWL,ALC,,0,320
488,1218,IB,2822,CWL,BCN,Y,0,320
488,1218,VY,2439,CWL,BCN,,0,320
488,1230,IB,2822,CWL,AGP,Y,0,320
488,1230,TO,8745,CWL,AGP,,0,73H
488,1230,VY,2439,CWL,AGP,,0,320
488,1386,AF,137,CWL,ORY,Y,0,F50
488,1386,WX,1792,CWL,ORY,,0,F50
488,1452,TO,8745,CWL,HER,,0,73H
488,1472,TO,8745,CWL,RHO,,0,73H
488,1606,KM,242,CWL,MLA,,0,320
488,1715,TO,8745,CWL,DLM,,0,73H
488,3998,TO,8745,CWL,PMI,,0,73H
490,16,U2,2297,BRS,KEF,,0,320319
490,302,SN,1531,BRS,BRU,Y,0,ER4
490,337,U2,2297,BRS,SXF,,0,319
490,340,BM,312,BRS,FRA,,0,ER4
490,342,BM,312,BRS,HAM,,0,ER3
490,346,BM,312,BRS,MUC,,0,ER4
490,465,U2,2297,BRS,BFS,,0,319
490,498,GR,508,BRS,GCI,,0,AT7
490,499,SI,4438,BRS,JER,,0,AT4 ATR
490,519,ST,2547,BRS,CEG,,0,ER4
490,521,U2,2297,BRS,NCL,,0,319320
490,532,BM,312,BRS,ABZ,,0,ER4
490,533,U2,2297,BRS,INV,,0,319
490,534,U2,2297,BRS,GLA,,0,319
490,535,U2,2297,BRS,EDI,,0,320319
490,580,AZ,596,BRS,AMS,Y,0,E90
490,580,KL,3090,BRS,AMS,Y,0,EMJ
490,580,U2,2297,BRS,AMS,,0,320319
490,596,EI,837,BRS,ORK,Y,0,AT7
490,599,EI,837,BRS,DUB,Y,0,AT7 AT4
490,599,FR,4296,BRS,DUB,,0,738
490,600,FR,4296,BRS,NOC,,0,738
490,603,EI,837,BRS,SNN,Y,0,AT4
490,609,U2,2297,BRS,CPH,,0,319
490,668,FR,4296,BRS,GDN,,0,738
490,669,U2,2297,BRS,KRK,,0,319
490,674,FR,4296,BRS,POZ,,0,738
490,675,FR,4296,BRS,RZE,,0,738
490,680,FR,4296,BRS,WRO,,0,738
490,1051,TO,8745,BRS,FUE,,0,75W
490,1051,U2,2297,BRS,FUE,,0,319320
490,1054,FR,4296,BRS,LPA,,0,738
490,1054,TCX,4897,BRS,LPA,,0,320
490,1054,TO,8745,BRS,LPA,,0,75W
490,1055,FR,4296,BRS,ACE,,0,738
490,1055,TCX,4897,BRS,ACE,,0,320
490,1056,FR,4296,BRS,TFS,,0,738
490,1056,TCX,4897,BRS,TFS,,0,320
490,1056,TO,8745,BRS,TFS,,0,75W
490,1056,TOM,5013,BRS,TFS,,0,75W
490,1056,U2,2297,BRS,TFS,,0,320319
490,1075,U2,2297,BRS,RAK,,0,320319
490,1198,TO,8745,BRS,PFO,,0,75W
490,1198,U2,2297,BRS,PFO,,0,320
490,1212,FR,4296,BRS,ALC,,0,738
490,1212,TO,8745,BRS,ALC,,0,75W
490,1212,U2,2297,BRS,ALC,,0,319320
490,1218,U2,2297,BRS,BCN,,0,319
490,1222,FR,4296,BRS,GRO,,0,738
490,1225,FR,4296,BRS,IBZ,,0,738
490,1227,U2,2297,BRS,MJV,,0,319320
490,1229,U2,2297,BRS,MAD,,0,320319
490,1230,FR,4296,BRS,AGP,,0,738
490,1230,U2,2297,BRS,AGP,,0,320319
490,1231,TO,8745,BRS,MAH,,0,75W
490,1236,FR,4296,BRS,REU,,0,738
490,1236,TO,8745,BRS,REU,,0,75W
490,1246,FR,4296,BRS,VLC,,0,738
490,1264,U2,2297,BRS,BOD,,0,319320
490,1265,FR,4296,BRS,EGC,,0,738
490,1270,FR,4296,BRS,LIG,,0,738
490,1273,ST,2547,BRS,TLS,,0,ER4
490,1273,U2,2297,BRS,TLS,,0,320319
490,1354,U2,2297,BRS,NCE,,0,319320
490,1360,FR,4296,BRS,BZR,,0,738
490,1382,U2,2297,BRS,CDG,,0,319320
490,1452,U2,2297,BRS,HER,,0,320
490,1460,TO,8745,BRS,CFU,,0,75W
490,1460,U2,2297,BRS,CFU,,0,320
490,1474,FR,4296,BRS,CHQ,,0,738
490,1489,FR,4296,BRS,BUD,,0,738
490,1524,BM,312,BRS,MXP,,0,ER4
490,1525,FR,4296,BRS,BGY,,0,738
490,1538,FR,4296,BRS,BLQ,,0,738
490,1539,FR,4296,BRS,TSF,,0,738
490,1555,U2,2297,BRS,FCO,,0,320
490,1562,U2,2297,BRS,PSA,,0,320319
490,1587,U2,2297,BRS,PRG,,0,319
490,1606,FR,4296,BRS,MLA,,0,738
490,1606,KM,242,BRS,MLA,,0,320
490,1626,FR,4296,BRS,FAO,,0,738
490,1626,U2,2297,BRS,FAO,,0,319320
490,1638,U2,2297,BRS,LIS,,0,320
490,1665,U2,2297,BRS,GVA,,0,320319
490,1678,2L,2750,BRS,ZRH,,0,100
490,1688,TCX,4897,BRS,AYT,,0,320
490,1715,TCX,4897,BRS,DLM,,0,320
490,1715,TO,8745,BRS,DLM,,0,75W
490,1715,U2,2297,BRS,DLM,,0,320
490,3956,FR,4296,BRS,KUN,,0,738
490,3998,FR,4296,BRS,PMI,,0,738
490,3998,TCX,4897,BRS,PMI,,0,320
490,3998,TO,8745,BRS,PMI,,0,75W
490,3998,TOM,5013,BRS,PMI,,0,75W
490,3998,U2,2297,BRS,PMI,,0,320319
490,4091,U2,2297,BRS,FNC,,0,320
490,4315,U2,2297,BRS,BJV,,0,320
490,7447,TCX,4897,BRS,NBE,,0,320
490,7447,TO,8745,BRS,NBE,,0,75W
490,8414,FR,4296,BRS,WMI,,0,738
491,337,U2,2297,LPL,SXF,,0,319
491,465,U2,2297,LPL,BFS,,0,320319
491,468,FR,4296,LPL,LDY,,0,738
491,499,U2,2297,LPL,JER,,0,319
491,520,BE,2421,LPL,IOM,,0,DH4
491,520,U2,2297,LPL,IOM,,0,319
491,580,U2,2297,LPL,AMS,,0,319320
491,596,FR,4296,LPL,ORK,,0,738
491,599,FR,4296,LPL,DUB,,0,738
491,600,FR,4296,LPL,NOC,,0,738
491,603,FR,4296,LPL,SNN,,0,738
491,664,FR,4296,LPL,TRF,,0,738
491,668,W6,5461,LPL,GDN,,0,320
491,669,FR,4296,LPL,KRK,,0,738
491,669,U2,2297,LPL,KRK,,0,319
491,674,FR,4296,LPL,POZ,,0,738
491,676,FR,4296,LPL,SZZ,,0,738
491,679,W6,5461,LPL,WAW,,0,320
491,680,FR,4296,LPL,WRO,,0,738
491,1051,FR,4296,LPL,FUE,,0,738
491,1051,U2,2297,LPL,FUE,,0,319
491,1054,FR,4296,LPL,LPA,,0,738
491,1055,FR,4296,LPL,ACE,,0,738
491,1055,U2,2297,LPL,ACE,,0,320
491,1056,FR,4296,LPL,TFS,,0,738
491,1197,U2,2297,LPL,LCA,,0,320
491,1212,FR,4296,LPL,ALC,,0,738
491,1212,U2,2297,LPL,ALC,,0,320319
491,1218,FR,4296,LPL,BCN,,0,738
491,1218,U2,2297,LPL,BCN,,0,319
491,1225,FR,4296,LPL,IBZ,,0,738
491,1229,U2,2297,LPL,MAD,,0,320319
491,1230,FR,4296,LPL,AGP,,0,738
491,1230,U2,2297,LPL,AGP,,0,319
491,1236,FR,4296,LPL,REU,,0,738
491,1265,FR,4296,LPL,EGC,,0,738
491,1270,FR,4296,LPL,LIG,,0,738
491,1352,FR,4296,LPL,CCF,,0,738
491,1354,U2,2297,LPL,NCE,,0,319320
491,1382,U2,2297,LPL,CDG,,0,319320
491,1439,FR,4296,LPL,FNI,,0,738
491,1458,FR,4296,LPL,KGS,,0,738
491,1472,FR,4296,LPL,RHO,,0,738
491,1472,U2,2297,LPL,RHO,,0,320
491,1561,U2,2297,LPL,NAP,,0,319320
491,1562,FR,4296,LPL,PSA,,0,738
491,1606,FR,4296,LPL,MLA,,0,738
491,1626,FR,4296,LPL,FAO,,0,738
491,1626,U2,2297,LPL,FAO,,0,320319
491,1636,FR,4296,LPL,OPO,,0,738
491,1638,U2,2297,LPL,LIS,,0,319320
491,1665,U2,2297,LPL,GVA,,0,319320
491,1745,FR,4296,LPL,BTS,,0,738
491,3959,FR,4296,LPL,VNO,,0,738
491,3998,FR,4296,LPL,PMI,,0,738
491,3998,U2,2297,LPL,PMI,,0,320319
491,4315,U2,2297,LPL,BJV,,0,319
491,8414,FR,4296,LPL,WMI,,0,738
492,16,U2,2297,LTN,KEF,,0,319
492,337,U2,2297,LTN,SXF,,0,320319
492,342,U2,2297,LTN,HAM,,0,319320
492,373,U2,2297,LTN,DTM,,0,319
492,465,U2,2297,LTN,BFS,,0,319320
492,532,U2,2297,LTN,ABZ,,0,319320
492,533,U2,2297,LTN,INV,,0,319
492,534,U2,2297,LTN,GLA,,0,319320
492,535,U2,2297,LTN,EDI,,0,320319
492,580,U2,2297,LTN,AMS,,0,320319
492,599,FR,4296,LTN,DUB,,0,738
492,600,FR,4296,LTN,NOC,,0,738
492,601,FR,4296,LTN,KIR,,0,738
492,668,W6,5461,LTN,GDN,,0,320
492,671,W6,5461,LTN,KTW,,0,320
492,674,W6,5461,LTN,POZ,,0,320
492,675,FR,4296,LTN,RZE,,0,738
492,679,W6,5461,LTN,WAW,,0,320
492,680,W6,5461,LTN,WRO,,0,320
492,1051,FR,4296,LTN,FUE,,0,738
492,1051,TO,8745,LTN,FUE,,0,73H
492,1054,FR,4296,LTN,LPA,,0,738
492,1054,TO,8745,LTN,LPA,,0,73H
492,1055,FR,4296,LTN,ACE,,0,738
492,1055,TO,8745,LTN,ACE,,0,75W 73H
492,1055,ZB,220,LTN,ACE,,0,321320
492,1056,FR,4296,LTN,TFS,,0,738
492,1056,TO,8745,LTN,TFS,,0,75W 73H
492,1056,ZB,220,LTN,TFS,,0,321320
492,1075,FR,4296,LTN,RAK,,0,738
492,1191,W6,5461,LTN,BOJ,,0,320
492,1194,W6,5461,LTN,SOF,,0,320
492,1196,W6,5461,LTN,VAR,,0,320
492,1197,TO,8745,LTN,LCA,,0,73H
492,1197,ZB,220,LTN,LCA,,0,320
492,1198,TO,8745,LTN,PFO,,0,75W
492,1198,U2,2297,LTN,PFO,,0,320
492,1212,U2,2297,LTN,ALC,,0,319320
492,1212,ZB,220,LTN,ALC,,0,321320
492,1218,U2,2297,LTN,BCN,,0,319320
492,1222,FR,4296,LTN,GRO,,0,738
492,1225,TO,8745,LTN,IBZ,,0,73H
492,1225,U2,2297,LTN,IBZ,,0,320319
492,1227,FR,4296,LTN,MJV,,0,738
492,1229,U2,2297,LTN,MAD,,0,319320
492,1230,TO,8745,LTN,AGP,,0,73H
492,1230,U2,2297,LTN,AGP,,0,319320
492,1230,ZB,220,LTN,AGP,,0,321320
492,1231,ZB,220,LTN,MAH,,0,321
492,1236,FR,4296,LTN,REU,,0,738
492,1236,TO,8745,LTN,REU,,0,73H
492,1264,U2,2297,LTN,BOD,,0,319
492,1354,U2,2297,LTN,NCE,,0,319320
492,1359,U2,2297,LTN,MPL,,0,319
492,1360,FR,4296,LTN,BZR,,0,738
492,1382,U2,2297,LTN,CDG,,0,319320
492,1439,FR,4296,LTN,FNI,,0,738
492,1452,U2,2297,LTN,HER,,0,320
492,1460,U2,2297,LTN,CFU,,0,320
492,1489,U2,2297,LTN,BUD,,0,319320
492,1489,W6,5461,LTN,BUD,,0,320
492,1490,W6,5461,LTN,DEB,,0,320
492,1509,U2,2297,LTN,CTA,,0,320319
492,1517,FR,4296,LTN,AHO,,0,738
492,1524,U2,2297,LTN,MXP,,0,320319
492,1551,U2,2297,LTN,VCE,,0,319
492,1555,ZB,220,LTN,FCO,,0,320
492,1561,ZB,220,LTN,NAP,,0,320
492,1562,U2,2297,LTN,PSA,,0,320319
492,1569,W6,5461,LTN,LJU,,0,320
492,1587,W6,5461,LTN,PRG,,0,320
492,1590,LY,2150,LTN,TLV,,0,738
492,1590,U2,2297,LTN,TLV,,0,320
492,1606,FR,4296,LTN,MLA,,0,738
492,1626,TO,8745,LTN,FAO,,0,75W 73H
492,1626,U2,2297,LTN,FAO,,0,319320
492,1626,ZB,220,LTN,FAO,,0,320321
492,1638,U2,2297,LTN,LIS,,0,319320
492,1652,W6,5461,LTN,CLJ,,0,320
492,1654,W6,5461,LTN,CRA,,0,320
492,1655,RO,5179,LTN,IAS,,0,733
492,1657,W6,5461,LTN,OTP,,0,320
492,1662,W6,5461,LTN,TGM,,0,320
492,1663,W6,5461,LTN,TSR,,0,320
492,1665,U2,2297,LTN,GVA,,0,319320
492,1678,U2,2297,LTN,ZRH,,0,319320
492,1688,TO,8745,LTN,AYT,,0,73H
492,1688,ZB,220,LTN,AYT,,0,320
492,1701,KK,995,LTN,IST,,0,320
492,1715,TO,8745,LTN,DLM,,0,75W 73H
492,1715,ZB,220,LTN,DLM,,0,321320
492,1737,W6,5461,LTN,SKP,,0,320
492,1738,ZB,220,LTN,GIB,,0,320
492,1739,W6,5461,LTN,BEG,,0,320
492,1745,FR,4296,LTN,BTS,,0,738
492,1746,W6,5461,LTN,KSC,,0,320
492,2944,W6,5461,LTN,IEV,,0,320
492,3953,W6,5461,LTN,RIX,,0,320
492,3956,FR,4296,LTN,KUN,,0,738
492,3959,W6,5461,LTN,VNO,,0,320
492,3998,TO,8745,LTN,PMI,,0,75W 73H
492,3998,U2,2297,LTN,PMI,,0,320319
492,3998,ZB,220,LTN,PMI,,0,321320
492,4057,TO,8745,LTN,SSH,,0,73H
492,4057,U2,2297,LTN,SSH,,0,320
492,4057,ZB,220,LTN,SSH,,0,321
492,4315,ZB,220,LTN,BJV,,0,321320
492,8832,W6,5461,LTN,LUZ,,0,320
494,599,EI,837,BOH,DUB,Y,0,AT4
494,1051,FR,4296,BOH,FUE,,0,738
494,1054,FR,4296,BOH,LPA,,0,738
494,1055,FR,4296,BOH,ACE,,0,738
494,1056,FR,4296,BOH,TFS,,0,738
494,1056,TO,8745,BOH,TFS,,0,73H
494,1212,FR,4296,BOH,ALC,,0,738
494,1222,FR,4296,BOH,GRO,,0,738
494,1225,FR,4296,BOH,IBZ,,0,738
494,1227,FR,4296,BOH,MJV,,0,738
494,1230,FR,4296,BOH,AGP,,0,738
494,1352,FR,4296,BOH,CCF,,0,738
494,1472,FR,4296,BOH,RHO,,0,738
494,1474,FR,4296,BOH,CHQ,,0,738
494,1562,FR,4296,BOH,PSA,,0,738
494,1606,FR,4296,BOH,MLA,,0,738
494,1626,FR,4296,BOH,FAO,,0,738
494,3998,FR,4296,BOH,PMI,,0,738
494,3998,TO,8745,BOH,PMI,,0,73H
495,467,BE,2421,SOU,BHD,,0,DH4
495,478,BE,2421,SOU,MAN,,0,DH4
495,497,GR,508,SOU,ACI,,0,BNT
495,498,BE,2421,SOU,GCI,,0,DH4
495,498,SI,4438,SOU,GCI,,0,AT7
495,499,BE,2421,SOU,JER,,0,DH4 E95
495,499,SI,4438,SOU,JER,,0,J32
495,517,T3,2117,SOU,LBA,,0,J41
495,521,BE,2421,SOU,NCL,,0,DH4
495,534,BE,2421,SOU,GLA,,0,DH4
495,535,BE,2421,SOU,EDI,,0,DH4
495,580,BE,2421,SOU,AMS,,0,DH4 E75
495,599,BE,2421,SOU,DUB,,0,DH4 E95
495,1212,BE,2421,SOU,ALC,,0,E95
495,1230,BE,2421,SOU,AGP,,0,E95
495,1265,AF,137,SOU,EGC,Y,0,DH4
495,1265,BE,2421,SOU,EGC,,0,DH4
495,1270,AF,137,SOU,LIG,Y,0,DH4
495,1270,BE,2421,SOU,LIG,,0,DH4
495,1354,AF,137,SOU,NCE,Y,0,E95
495,1354,BE,2421,SOU,NCE,,0,E95
495,1386,AF,137,SOU,ORY,Y,0,DH4
495,1386,BE,2421,SOU,ORY,,0,DH4
495,1403,AF,137,SOU,BES,Y,0,DH4
495,1403,BE,2421,SOU,BES,,0,DH4
495,1415,AF,137,SOU,RNS,Y,0,DH4
495,1415,BE,2421,SOU,RNS,,0,DH4
495,1418,AF,137,SOU,NTE,Y,0,DH4
495,1418,BE,2421,SOU,NTE,,0,DH4
495,1626,BE,2421,SOU,FAO,,0,E95
495,3998,BE,2421,SOU,PMI,,0,E95
495,6493,AF,137,SOU,LRH,Y,0,DH4
495,6493,BE,2421,SOU,LRH,,0,DH4
497,495,GR,508,ACI,SOU,,0,BNT
497,498,GR,508,ACI,GCI,,0,BNT
498,345,AB,214,GCI,DUS,,0,DH4
498,469,BE,2421,GCI,BHX,,0,DH4
498,478,GR,508,GCI,MAN,,0,AT7
498,490,GR,508,GCI,BRS,,0,AT7
498,495,BE,2421,GCI,SOU,,0,DH4
498,495,SI,4438,GCI,SOU,,0,AT7
498,497,GR,508,GCI,ACI,,0,BNT
498,499,AB,214,GCI,JER,,0,DH4
498,499,BE,2421,GCI,JER,,0,DH4
498,499,GR,508,GCI,JER,,0,AT4 AT7
498,499,SI,4438,GCI,JER,,0,AT4 ATR
498,502,GR,508,GCI,LGW,,0,E95 AT7
498,523,GR,508,GCI,EMA,,0,AT7
498,547,BE,2421,GCI,NWI,Y,0,D38
498,548,GR,508,GCI,STN,,0,AT7
498,552,BE,2421,GCI,EXT,,0,DH4
498,580,SI,4438,GCI,AMS,,0,AT4
498,1405,GR,508,GCI,DNR,,0,BNT
499,340,AB,214,JER,FRA,,0,DH4
499,345,AB,214,JER,DUS,,0,73G
499,350,AB,214,JER,STR,,0,DH4
499,352,AB,214,JER,HAJ,,0,DH4
499,469,BE,2421,JER,BHX,,0,DH4 E75
499,478,BE,2421,JER,MAN,,0,E75 DH4
499,478,LS,3026,JER,MAN,,0,733
499,488,AF,137,JER,CWL,Y,0,F50
499,488,BE,2421,JER,CWL,,0,DH4
499,488,WX,1792,JER,CWL,,0,F50
499,490,SI,4438,JER,BRS,,0,AT4
499,491,U2,2297,JER,LPL,,0,319
499,495,BE,2421,JER,SOU,,0,DH4 E95
499,495,SI,4438,JER,SOU,,0,J32
499,498,BE,2421,JER,GCI,,0,DH4
499,498,GR,508,JER,GCI,,0,AT4 AT7
499,498,SI,4438,JER,GCI,,0,AT4 ATR
499,502,BA,1355,JER,LGW,,0,319734
499,502,U2,2297,JER,LGW,,0,319
499,503,SI,4438,JER,LCY,,0,AT5
499,508,U2,2297,JER,SEN,,0,319
499,515,BE,2421,JER,HUY,,0,E75
499,517,LS,3026,JER,LBA,,0,733
499,521,U2,2297,JER,NCL,,0,319
499,523,BE,2421,JER,EMA,,0,DH4
499,534,BE,2421,JER,GLA,,0,DH4
499,534,U2,2297,JER,GLA,,0,319
499,535,BE,2421,JER,EDI,,0,DH4
499,547,BE,2421,JER,NWI,,0,DH4
499,548,GR,508,JER,STN,,0,AT7
499,552,BE,2421,JER,EXT,,0,DH4
499,580,SI,4438,JER,AMS,,0,AT4
499,596,EI,837,JER,ORK,Y,0,AT7
499,599,EI,837,JER,DUB,Y,0,AT7
499,1382,SI,4438,JER,CDG,,0,AT4
499,1665,SI,4438,JER,GVA,,0,AT5
499,1678,SI,4438,JER,ZRH,,0,AT5
499,5562,BE,2421,JER,DSA,,0,E75
502,16,FI,2835,LGW,KEF,,0,75W
502,16,W2,18553,LGW,KEF,Y,0,320
502,16,WW,1441,LGW,KEF,,0,320
502,146,TS,1317,LGW,YUL,,0,310
502,156,TS,1317,LGW,YVR,,0,330
502,178,TS,1317,LGW,YYC,,0,330
502,193,TS,1317,LGW,YYZ,,0,330
502,210,BA,1355,LGW,ALG,,0,734319
502,238,YO,16150,LGW,HME,Y,0,320
502,302,U2,2297,LGW,BRU,,0,319
502,337,U2,2297,LGW,SXF,,0,319320
502,339,ST,2547,LGW,ERF,,0,319
502,342,U2,2297,LGW,HAM,,0,319
502,344,U2,2297,LGW,CGN,,0,319
502,345,U2,2297,LGW,DUS,,0,319
502,346,U2,2297,LGW,MUC,,0,319320
502,415,U2,2297,LGW,TLL,,0,319320
502,421,DY,3737,LGW,HEL,,0,73H
502,465,U2,2297,LGW,BFS,,0,319
502,467,EI,837,LGW,BHD,,0,320319
502,481,BA,1355,LGW,NQY,Y,0,DH4
502,481,BE,2421,LGW,NQY,,0,DH4
502,498,GR,508,LGW,GCI,,0,E95 AT7
502,499,BA,1355,LGW,JER,,0,734319
502,499,U2,2297,LGW,JER,,0,319
502,520,U2,2297,LGW,IOM,,0,319
502,521,U2,2297,LGW,NCL,,0,319
502,532,U2,2297,LGW,ABZ,,0,319
502,533,U2,2297,LGW,INV,,0,319
502,534,BA,1355,LGW,GLA,,0,734319
502,534,U2,2297,LGW,GLA,,0,319320
502,535,BA,1355,LGW,EDI,,0,734319
502,535,U2,2297,LGW,EDI,,0,320319
502,580,BA,1355,LGW,AMS,,0,319734
502,580,U2,2297,LGW,AMS,,0,320319
502,596,FR,4296,LGW,ORK,,0,738
502,599,EI,837,LGW,DUB,,0,320
502,599,FR,4296,LGW,DUB,,0,738
502,600,EI,837,LGW,NOC,,0,319
502,603,FR,4296,LGW,SNN,,0,738
502,609,DY,3737,LGW,CPH,,0,73H
502,609,U2,2297,LGW,CPH,,0,319320
502,628,DY,3737,LGW,AAL,,0,73H
502,629,U2,2297,LGW,LUX,,0,319
502,630,DY,3737,LGW,AES,,0,73H
502,636,DY,3737,LGW,BGO,,0,73H
502,636,U2,2297,LGW,BGO,,0,319
502,644,DY,3737,LGW,OSL,,0,73H
502,663,DY,3737,LGW,TOS,,0,73H
502,664,DY,3737,LGW,TRF,,0,73H
502,665,DY,3737,LGW,TRD,,0,73H
502,666,DY,3737,LGW,SVG,,0,73H
502,669,U2,2297,LGW,KRK,,0,319320
502,687,DY,3737,LGW,GOT,,0,73H
502,737,DY,3737,LGW,ARN,,0,73H
502,893,BA,1355,LGW,MRU,,0,777
502,893,TO,8745,LGW,MRU,,0,788
502,893,TOM,5013,LGW,MRU,,0,788
502,1051,DY,3737,LGW,FUE,,0,73H
502,1051,TCX,4897,LGW,FUE,,0,753752
502,1051,TO,8745,LGW,FUE,,0,73H
502,1051,TOM,5013,LGW,FUE,,0,75W
502,1051,U2,2297,LGW,FUE,,0,320
502,1054,DY,3737,LGW,LPA,,0,73H
502,1054,TCX,4897,LGW,LPA,,0,321
502,1054,TO,8745,LGW,LPA,,0,73H
502,1054,TOM,5013,LGW,LPA,,0,75W
502,1054,U2,2297,LGW,LPA,,0,320
502,1055,BA,1355,LGW,ACE,,0,320
502,1055,DE,1868,LGW,ACE,Y,0,757
502,1055,DY,3737,LGW,ACE,,0,73H
502,1055,IB,2822,LGW,ACE,Y,0,320
502,1055,TCX,4897,LGW,ACE,,0,752753
502,1055,TO,8745,LGW,ACE,,0,73H 75W
502,1055,TOM,5013,LGW,ACE,,0,75W
502,1055,U2,2297,LGW,ACE,,0,320
502,1055,ZB,220,LGW,ACE,,0,321
502,1056,BA,1355,LGW,TFS,,0,320
502,1056,DY,3737,LGW,TFS,,0,73H
502,1056,IB,2822,LGW,TFS,Y,0,320
502,1056,TCX,4897,LGW,TFS,,0,752
502,1056,TO,8745,LGW,TFS,,0,75W 73H
502,1056,TOM,5013,LGW,TFS,,0,73H 75W
502,1056,U2,2297,LGW,TFS,,0,320
502,1056,ZB,220,LGW,TFS,,0,321752332
502,1059,3G,595,LGW,FNA,,0,319
502,1064,TO,8745,LGW,AGA,,0,73H
502,1064,TOM,5013,LGW,AGA,,0,73H
502,1064,U2,2297,LGW,AGA,,0,319
502,1074,3O,9818,LGW,CMN,,0,320
502,1074,AT,4248,LGW,CMN,,0,738
502,1075,AT,4248,LGW,RAK,,0,738
502,1075,BA,1355,LGW,RAK,,0,734319320
502,1075,TO,8745,LGW,RAK,,0,73H 75W
502,1075,TOM,5013,LGW,RAK,,0,73H
502,1075,U2,2297,LGW,RAK,,0,320319
502,1080,3O,9818,LGW,TNG,,0,320
502,1102,TO,8745,LGW,SID,,0,75W
502,1102,TOM,5013,LGW,SID,,0,75W
502,1103,TO,8745,LGW,BVC,,0,75W
502,1130,TCX,4897,LGW,HRG,,0,752753
502,1130,TO,8745,LGW,HRG,,0,73H 75W
502,1130,TOM,5013,LGW,HRG,,0,73H
502,1130,U2,2297,LGW,HRG,,0,320
502,1130,ZB,220,LGW,HRG,,0,321
502,1190,BA,1355,LGW,TIA,,0,734
502,1194,U2,2297,LGW,SOF,,0,319320
502,1197,BA,1355,LGW,LCA,,0,320
502,1197,DY,3737,LGW,LCA,,0,73H
502,1197,TCX,4897,LGW,LCA,,0,752
502,1197,TO,8745,LGW,LCA,,0,73H
502,1197,TOM,5013,LGW,LCA,,0,73H
502,1197,U2,2297,LGW,LCA,,0,320
502,1197,ZB,220,LGW,LCA,,0,321
502,1198,BA,1355,LGW,PFO,,0,319
502,1198,TO,8745,LGW,PFO,,0,75W 73H
502,1198,TOM,5013,LGW,PFO,,0,73H
502,1198,U2,2297,LGW,PFO,,0,320
502,1198,ZB,220,LGW,PFO,,0,321
502,1200,BA,1355,LGW,DBV,,0,734319
502,1200,DY,3737,LGW,DBV,,0,73H
502,1200,TO,8745,LGW,DBV,,0,75W
502,1200,U2,2297,LGW,DBV,,0,319320
502,1200,ZB,220,LGW,DBV,,0,321752
502,1206,DY,3737,LGW,SPU,,0,73H
502,1206,OU,1925,LGW,SPU,,0,320
502,1206,U2,2297,LGW,SPU,,0,319320
502,1208,U2,2297,LGW,ZAG,,0,319
502,1212,BA,1355,LGW,ALC,,0,319734
502,1212,DY,3737,LGW,ALC,,0,73H
502,1212,IB,2822,LGW,ALC,Y,0,319734
502,1212,TO,8745,LGW,ALC,,0,75W
502,1212,U2,2297,LGW,ALC,,0,319320
502,1212,ZB,220,LGW,ALC,,0,321752
502,1213,U2,2297,LGW,LEI,,0,319320
502,1218,BA,1355,LGW,BCN,,0,319734320
502,1218,DY,3737,LGW,BCN,,0,73H
502,1218,IB,2822,LGW,BCN,Y,0,319320734
502,1218,U2,2297,LGW,BCN,,0,319320
502,1218,VY,2439,LGW,BCN,,0,320
502,1218,ZB,220,LGW,BCN,,0,321752
502,1225,DY,3737,LGW,IBZ,,0,73H
502,1225,TO,8745,LGW,IBZ,,0,73H
502,1225,U2,2297,LGW,IBZ,,0,319320
502,1227,U2,2297,LGW,MJV,,0,319320
502,1229,U2,2297,LGW,MAD,,0,319320
502,1229,UX,90,LGW,MAD,,0,738
